Date,Adj Close,Open,High,Low
2019/2/12,"7,414.62","7,358.85","7,419.43","7,349.81"
2019/2/11,"7,307.90","7,327.37","7,343.56","7,290.03"
2019/2/8,"7,298.20","7,232.30","7,299.44","7,225.14"
2019/2/7,"7,288.35","7,316.50","7,336.74","7,235.05"
2019/2/6,"7,375.28","7,400.44","7,410.77","7,346.72"
2019/2/5,"7,402.08","7,356.34","7,408.69","7,355.36"
2019/2/4,"7,347.54","7,266.28","7,348.23","7,261.07"
2019/2/1,"7,263.87","7,256.37","7,299.94","7,243.41"
2019/1/31,"7,281.74","7,208.17","7,303.12","7,205.94"
2019/1/30,"7,183.08","7,094.79","7,201.31","7,065.57"
2019/1/29,"7,028.29","7,087.49","7,092.29","7,011.47"
2019/1/28,"7,085.69","7,075.01","7,086.30","7,034.25"
2019/1/25,"7,164.86","7,128.19","7,174.56","7,111.09"
2019/1/24,"7,073.46","7,042.25","7,078.96","7,029.95"
2019/1/23,"7,025.77","7,061.65","7,084.85","6,953.23"
2019/1/22,"7,020.36","7,109.57","7,110.16","6,979.81"
2019/1/18,"7,157.23","7,134.10","7,185.38","7,096.62"
2019/1/17,"7,084.46","7,010.13","7,113.95","7,003.62"
2019/1/16,"7,034.69","7,033.75","7,079.63","7,028.12"
2019/1/15,"7,023.83","6,931.39","7,025.85","6,928.12"
2019/1/14,"6,905.91","6,908.03","6,936.22","6,887.48"
2019/1/11,"6,971.48","6,947.46","6,975.65","6,933.60"
2019/1/10,"6,986.07","6,908.65","6,991.37","6,877.08"
2019/1/9,"6,957.08","6,923.06","6,985.22","6,899.56"
2019/1/8,"6,897.00","6,893.44","6,909.58","6,795.86"
2019/1/7,"6,823.47","6,757.53","6,855.60","6,741.40"
2019/1/4,"6,738.86","6,567.14","6,760.69","6,554.24"
2019/1/3,"6,463.50","6,584.77","6,600.21","6,457.13"
2019/1/2,"6,665.94","6,506.91","6,693.71","6,506.88"
2018/12/31,"6,635.28","6,649.52","6,659.96","6,570.06"
